year;areakm;municipality;geocode_ibge;state
2018;0;Anajatuba;2100709;Maranhão
2019;0,5107720351733305;Anajatuba;2100709;Maranhão
2020;0,40970887873931283;Anajatuba;2100709;Maranhão
2021;0,11737607864116292;Anajatuba;2100709;Maranhão
2022;0;Anajatuba;2100709;Maranhão
2023;0;Anajatuba;2100709;Maranhão
2024;0,09698135204311288;Anajatuba;2100709;Maranhão
2025;0;Anajatuba;2100709;Maranhão
2007;169,84912109086295;Apicum-Açu;2100832;Maranhão
2008;0;Apicum-Açu;2100832;Maranhão
2009;0;Apicum-Açu;2100832;Maranhão
2010;0;Apicum-Açu;2100832;Maranhão
2011;0;Apicum-Açu;2100832;Maranhão
2012;0;Apicum-Açu;2100832;Maranhão
2013;0;Apicum-Açu;2100832;Maranhão
2014;0;Apicum-Açu;2100832;Maranhão
2015;0;Apicum-Açu;2100832;Maranhão
2016;0;Apicum-Açu;2100832;Maranhão
2017;0;Apicum-Açu;2100832;Maranhão
2018;0;Apicum-Açu;2100832;Maranhão
2019;0;Apicum-Açu;2100832;Maranhão
2020;0,06987629175327773;Apicum-Açu;2100832;Maranhão
2021;0;Apicum-Açu;2100832;Maranhão
2022;0;Apicum-Açu;2100832;Maranhão
2023;0;Apicum-Açu;2100832;Maranhão
2024;0;Apicum-Açu;2100832;Maranhão
2025;0;Apicum-Açu;2100832;Maranhão
2007;767,7872793183387;Araguanã;2100873;Maranhão
2008;7,241126538944939;Araguanã;2100873;Maranhão
2009;0,7197040944859362;Araguanã;2100873;Maranhão
2010;0,002652981681312671;Araguanã;2100873;Maranhão
2011;0;Araguanã;2100873;Maranhão
2012;0;Araguanã;2100873;Maranhão
2013;2,076137470363918;Araguanã;2100873;Maranhão
2014;0;Araguanã;2100873;Maranhão
2015;0;Araguanã;2100873;Maranhão
2016;0;Araguanã;2100873;Maranhão
2017;0,05822292804413489;Araguanã;2100873;Maranhão
2018;0;Araguanã;2100873;Maranhão
2019;0;Araguanã;2100873;Maranhão
2020;0,17159392168064963;Araguanã;2100873;Maranhão
2021;0;Araguanã;2100873;Maranhão
2022;0;Araguanã;2100873;Maranhão
2023;0;Araguanã;2100873;Maranhão
2024;0;Araguanã;2100873;Maranhão
2025;0;Araguanã;2100873;Maranhão
2007;1771,4806313376655;Arame;2100956;Maranhão
2008;36,00151224708775;Arame;2100956;Maranhão
2009;27,62064954339335;Arame;2100956;Maranhão
2010;24,097384062769116;Arame;2100956;Maranhão
2011;11,834041930490393;Arame;2100956;Maranhão
2012;29,680663686341855;Arame;2100956;Maranhão
2013;6,509067332153726;Arame;2100956;Maranhão
2014;28,962663070088354;Arame;2100956;Maranhão
2015;6,897927803051317;Arame;2100956;Maranhão
2016;11,958761579251263;Arame;2100956;Maranhão
2017;25,294059945270096;Arame;2100956;Maranhão
2018;6,652361643272787;Arame;2100956;Maranhão
2019;28,55989519997017;Arame;2100956;Maranhão
2020;22,08199433019284;Arame;2100956;Maranhão
2021;15,90982078703065;Arame;2100956;Maranhão
2022;18,715376482910354;Arame;2100956;Maranhão
2023;28,766677635881152;Arame;2100956;Maranhão
2024;11,751904156996046;Arame;2100956;Maranhão
2025;9,703333741145899;Arame;2100956;Maranhão
2007;354,85232157712744;Arari;2101004;Maranhão
2008;3,09122095200586;Arari;2101004;Maranhão
2009;0,6394122591666077;Arari;2101004;Maranhão
2010;0,16012856241394313;Arari;2101004;Maranhão
2011;0,738037414376155;Arari;2101004;Maranhão
2012;0;Arari;2101004;Maranhão
2013;0,3960857994828161;Arari;2101004;Maranhão
2014;0,3316233004269575;Arari;2101004;Maranhão
2015;0;Arari;2101004;Maranhão
2016;0,35507515965220543;Arari;2101004;Maranhão
2017;0,6604324836550055;Arari;2101004;Maranhão
2018;0,07127422149814952;Arari;2101004;Maranhão
2019;0,04008037141730715;Arari;2101004;Maranhão
2020;1,1783488005384384;Arari;2101004;Maranhão
2021;0;Arari;2101004;Maranhão
2022;0,03946151192238291;Arari;2101004;Maranhão
2023;0,25489692659949464;Arari;2101004;Maranhão
2024;0,3053450816878166;Arari;2101004;Maranhão
2025;0;Arari;2101004;Maranhão
2007;35,70426528550175;Axixá;2101103;Maranhão
2008;3,276250033853091;Axixá;2101103;Maranhão
2009;0;Axixá;2101103;Maranhão
2010;0,8207875651083336;Axixá;2101103;Maranhão
2011;0,1799535976119212;Axixá;2101103;Maranhão
2012;0,06763695485688913;Axixá;2101103;Maranhão
2013;0,4385723078391698;Axixá;2101103;Maranhão
2014;0,15479053950445743;Axixá;2101103;Maranhão
2015;0,16476971659131356;Axixá;2101103;Maranhão
2016;0,09568169887860213;Axixá;2101103;Maranhão
2017;0;Axixá;2101103;Maranhão
2018;0,07347423230310729;Axixá;2101103;Maranhão
2019;0;Axixá;2101103;Maranhão
2020;0;Axixá;2101103;Maranhão
2021;0,199844541263752;Axixá;2101103;Maranhão
2022;0;Axixá;2101103;Maranhão
2023;0;Axixá;2101103;Maranhão
2024;0;Axixá;2101103;Maranhão
2025;0;Axixá;2101103;Maranhão
2007;5207,2136836525315;Açailândia;2100055;Maranhão
2008;53,76982761702769;Açailândia;2100055;Maranhão
2009;23,837836550310406;Açailândia;2100055;Maranhão
2010;14,343419748340576;Açailândia;2100055;Maranhão
2011;8,414980201531227;Açailândia;2100055;Maranhão
2012;5,521269378436036;Açailândia;2100055;Maranhão
2013;5,685175688373654;Açailândia;2100055;Maranhão
2014;7,3379801056904626;Açailândia;2100055;Maranhão
2015;7,997907356434051;Açailândia;2100055;Maranhão
2016;7,361752520043361;Açailândia;2100055;Maranhão
2017;4,270225074084408;Açailândia;2100055;Maranhão
2018;9,673404644673425;Açailândia;2100055;Maranhão
2019;10,225690469010141;Açailândia;2100055;Maranhão
2020;20,00129715776198;Açailândia;2100055;Maranhão
2021;13,563722086538524;Açailândia;2100055;Maranhão
2022;14,003233185173448;Açailândia;2100055;Maranhão
2023;11,217309478288785;Açailândia;2100055;Maranhão
2024;12,816038622322974;Açailândia;2100055;Maranhão
2025;5,247587916294265;Açailândia;2100055;Maranhão
2007;732,4920429804753;Bacabal;2101202;Maranhão
2008;0;Bacabal;2101202;Maranhão
2009;0;Bacabal;2101202;Maranhão
2010;0;Bacabal;2101202;Maranhão
2011;0;Bacabal;2101202;Maranhão
2012;0;Bacabal;2101202;Maranhão
2013;0;Bacabal;2101202;Maranhão
2014;0;Bacabal;2101202;Maranhão
2015;0;Bacabal;2101202;Maranhão
2016;0;Bacabal;2101202;Maranhão
2017;0;Bacabal;2101202;Maranhão
2018;0;Bacabal;2101202;Maranhão
2019;0;Bacabal;2101202;Maranhão
2020;0;Bacabal;2101202;Maranhão
2021;0;Bacabal;2101202;Maranhão
2022;0;Bacabal;2101202;Maranhão
2023;0;Bacabal;2101202;Maranhão
2024;0;Bacabal;2101202;Maranhão
2025;0;Bacabal;2101202;Maranhão
2007;103,26716617865002;Bacabeira;2101251;Maranhão
2008;3,493590441635303;Bacabeira;2101251;Maranhão
2009;0;Bacabeira;2101251;Maranhão
2010;6,238275834752197;Bacabeira;2101251;Maranhão
2011;4,708241025964957;Bacabeira;2101251;Maranhão
2012;2,358945446099182;Bacabeira;2101251;Maranhão
2013;2,1423952441786653;Bacabeira;2101251;Maranhão
2014;0,7356053619523852;Bacabeira;2101251;Maranhão
2015;0,21917372646959243;Bacabeira;2101251;Maranhão
2016;0,26395347766204036;Bacabeira;2101251;Maranhão
2017;0,519123734681954;Bacabeira;2101251;Maranhão
2018;0,19496113566004833;Bacabeira;2101251;Maranhão
2019;0,07256440117978176;Bacabeira;2101251;Maranhão
2020;0,5294854104877718;Bacabeira;2101251;Maranhão
2021;0,07075431073665739;Bacabeira;2101251;Maranhão
2022;0,20250730574470288;Bacabeira;2101251;Maranhão
2023;0;Bacabeira;2101251;Maranhão
2024;0,08409520462955329;Bacabeira;2101251;Maranhão
2025;0,28725234235911284;Bacabeira;2101251;Maranhão
2007;525,0148983687554;Bacuri;2101301;Maranhão
2008;0,9583219980860984;Bacuri;2101301;Maranhão
2009;0,30862688396511107;Bacuri;2101301;Maranhão
2010;0;Bacuri;2101301;Maranhão
2011;0;Bacuri;2101301;Maranhão
2012;0;Bacuri;2101301;Maranhão
2013;0;Bacuri;2101301;Maranhão
2014;0;Bacuri;2101301;Maranhão
2015;0;Bacuri;2101301;Maranhão
2016;0;Bacuri;2101301;Maranhão
2017;0;Bacuri;2101301;Maranhão
2018;0;Bacuri;2101301;Maranhão
2019;0;Bacuri;2101301;Maranhão
2020;0;Bacuri;2101301;Maranhão
2021;0;Bacuri;2101301;Maranhão
2022;0;Bacuri;2101301;Maranhão
2023;0;Bacuri;2101301;Maranhão
2024;0;Bacuri;2101301;Maranhão
2025;0;Bacuri;2101301;Maranhão
2007;16,215289813057165;Bacurituba;2101350;Maranhão
2008;0;Bacurituba;2101350;Maranhão
2009;0;Bacurituba;2101350;Maranhão
2010;0;Bacurituba;2101350;Maranhão
2011;0;Bacurituba;2101350;Maranhão
2012;0;Bacurituba;2101350;Maranhão
2013;0;Bacurituba;2101350;Maranhão
2014;0;Bacurituba;2101350;Maranhão
2015;0;Bacurituba;2101350;Maranhão
2016;0;Bacurituba;2101350;Maranhão
2017;0;Bacurituba;2101350;Maranhão
2018;0;Bacurituba;2101350;Maranhão
2019;0;Bacurituba;2101350;Maranhão
2020;0;Bacurituba;2101350;Maranhão
2021;0;Bacurituba;2101350;Maranhão
2022;0;Bacurituba;2101350;Maranhão
2023;0;Bacurituba;2101350;Maranhão
2024;0;Bacurituba;2101350;Maranhão
2025;0;Bacurituba;2101350;Maranhão
2007;122,07735379415824;Bela Vista do Maranhão;2101772;Maranhão
2008;0;Bela Vista do Maranhão;2101772;Maranhão
2009;0;Bela Vista do Maranhão;2101772;Maranhão
2010;0;Bela Vista do Maranhão;2101772;Maranhão
2011;0;Bela Vista do Maranhão;2101772;Maranhão
2012;0;Bela Vista do Maranhão;2101772;Maranhão
2013;0;Bela Vista do Maranhão;2101772;Maranhão
2014;0;Bela Vista do Maranhão;2101772;Maranhão
2015;0;Bela Vista do Maranhão;2101772;Maranhão
2016;0;Bela Vista do Maranhão;2101772;Maranhão
2017;0;Bela Vista do Maranhão;2101772;Maranhão
2018;0;Bela Vista do Maranhão;2101772;Maranhão
2019;0;Bela Vista do Maranhão;2101772;Maranhão
2020;0;Bela Vista do Maranhão;2101772;Maranhão
2021;0;Bela Vista do Maranhão;2101772;Maranhão
2022;0;Bela Vista do Maranhão;2101772;Maranhão
2023;0;Bela Vista do Maranhão;2101772;Maranhão
2024;0;Bela Vista do Maranhão;2101772;Maranhão
2025;0;Bela Vista do Maranhão;2101772;Maranhão
2007;463,7094818439927;Bequimão;2101905;Maranhão
2008;0,28116799556588135;Bequimão;2101905;Maranhão
2009;0,17927455995925262;Bequimão;2101905;Maranhão
2010;0,022496235269531463;Bequimão;2101905;Maranhão
2011;0;Bequimão;2101905;Maranhão
2012;0;Bequimão;2101905;Maranhão
2013;0;Bequimão;2101905;Maranhão
2014;0;Bequimão;2101905;Maranhão
2015;0;Bequimão;2101905;Maranhão
2016;0;Bequimão;2101905;Maranhão
2017;0;Bequimão;2101905;Maranhão
2018;0;Bequimão;2101905;Maranhão
2019;0;Bequimão;2101905;Maranhão
2020;0;Bequimão;2101905;Maranhão
2021;0,08036264170513097;Bequimão;2101905;Maranhão
2022;0;Bequimão;2101905;Maranhão
2023;0;Bequimão;2101905;Maranhão
2024;0;Bequimão;2101905;Maranhão
2025;0;Bequimão;2101905;Maranhão
2007;335,363439390137;Boa Vista do Gurupi;2101970;Maranhão
2008;0,4410761556644734;Boa Vista do Gurupi;2101970;Maranhão
2009;5,138513446303658;Boa Vista do Gurupi;2101970;Maranhão
2010;5,746068282484862;Boa Vista do Gurupi;2101970;Maranhão
2011;1,213040728397782;Boa Vista do Gurupi;2101970;Maranhão
2012;0,2687694951967915;Boa Vista do Gurupi;2101970;Maranhão
2013;0;Boa Vista do Gurupi;2101970;Maranhão
2014;0,4569754518940513;Boa Vista do Gurupi;2101970;Maranhão
2015;1,5113383918927672;Boa Vista do Gurupi;2101970;Maranhão
2016;0,6170260673130566;Boa Vista do Gurupi;2101970;Maranhão
2017;3,074313809710678;Boa Vista do Gurupi;2101970;Maranhão
2018;0,19974054549363696;Boa Vista do Gurupi;2101970;Maranhão
2019;2,7085660628249473;Boa Vista do Gurupi;2101970;Maranhão
2020;1,6465985293798886;Boa Vista do Gurupi;2101970;Maranhão
2021;0,5046593727146297;Boa Vista do Gurupi;2101970;Maranhão
2022;0;Boa Vista do Gurupi;2101970;Maranhão
2023;0,865529251324311;Boa Vista do Gurupi;2101970;Maranhão
2024;0,1839217450377238;Boa Vista do Gurupi;2101970;Maranhão
2025;0,30894910705070633;Boa Vista do Gurupi;2101970;Maranhão
2007;3435,315356698593;Bom Jardim;2102002;Maranhão
2008;96,18371585109367;Bom Jardim;2102002;Maranhão
2009;24,723302475656386;Bom Jardim;2102002;Maranhão
2010;19,472190451234795;Bom Jardim;2102002;Maranhão
2011;8,705134779230184;Bom Jardim;2102002;Maranhão
2012;21,286283605306505;Bom Jardim;2102002;Maranhão
2013;14,254207253953068;Bom Jardim;2102002;Maranhão
2014;3,727855126664633;Bom Jardim;2102002;Maranhão
2015;30,869854962744327;Bom Jardim;2102002;Maranhão
2016;31,366849619429054;Bom Jardim;2102002;Maranhão
2017;14,826640861036665;Bom Jardim;2102002;Maranhão
2018;10,609802552954012;Bom Jardim;2102002;Maranhão
2019;19,199250957213735;Bom Jardim;2102002;Maranhão
2020;20,65098572606637;Bom Jardim;2102002;Maranhão
2021;21,763600290534214;Bom Jardim;2102002;Maranhão
2022;23,298475316712427;Bom Jardim;2102002;Maranhão
2023;19,001020547386947;Bom Jardim;2102002;Maranhão
2024;38,820014738770396;Bom Jardim;2102002;Maranhão
2025;26,497424350338246;Bom Jardim;2102002;Maranhão
2007;2104,39795446027;Bom Jesus das Selvas;2102036;Maranhão
2008;52,9063573383824;Bom Jesus das Selvas;2102036;Maranhão
2009;21,189579212539183;Bom Jesus das Selvas;2102036;Maranhão
2010;20,848312211775944;Bom Jesus das Selvas;2102036;Maranhão
2011;4,055437307913129;Bom Jesus das Selvas;2102036;Maranhão
2012;3,910738141384214;Bom Jesus das Selvas;2102036;Maranhão
2013;20,0864291748362;Bom Jesus das Selvas;2102036;Maranhão
2014;7,845827508942207;Bom Jesus das Selvas;2102036;Maranhão
2015;13,571209582642142;Bom Jesus das Selvas;2102036;Maranhão
2016;11,915028502911243;Bom Jesus das Selvas;2102036;Maranhão
2017;15,973942193781507;Bom Jesus das Selvas;2102036;Maranhão
2018;10,890341456364052;Bom Jesus das Selvas;2102036;Maranhão
2019;19,82069803349621;Bom Jesus das Selvas;2102036;Maranhão
2020;12,17659434343683;Bom Jesus das Selvas;2102036;Maranhão
2021;20,374850902753533;Bom Jesus das Selvas;2102036;Maranhão
2022;7,569693773366231;Bom Jesus das Selvas;2102036;Maranhão
2023;4,57453172502377;Bom Jesus das Selvas;2102036;Maranhão
2024;10,711679636815473;Bom Jesus das Selvas;2102036;Maranhão
2025;6,1776110344935;Bom Jesus das Selvas;2102036;Maranhão
2007;429,6668540679643;Bom Lugar;2102077;Maranhão
2008;0;Bom Lugar;2102077;Maranhão
2009;0;Bom Lugar;2102077;Maranhão
2010;0;Bom Lugar;2102077;Maranhão
2011;0;Bom Lugar;2102077;Maranhão
2012;0;Bom Lugar;2102077;Maranhão
2013;0;Bom Lugar;2102077;Maranhão
2014;0;Bom Lugar;2102077;Maranhão
2015;0;Bom Lugar;2102077;Maranhão
2016;0;Bom Lugar;2102077;Maranhão
2017;0;Bom Lugar;2102077;Maranhão
2018;0;Bom Lugar;2102077;Maranhão
2019;0;Bom Lugar;2102077;Maranhão
2020;0;Bom Lugar;2102077;Maranhão
2021;0;Bom Lugar;2102077;Maranhão
2022;0;Bom Lugar;2102077;Maranhão
2023;0;Bom Lugar;2102077;Maranhão
2024;0;Bom Lugar;2102077;Maranhão
2025;0;Bom Lugar;2102077;Maranhão
2007;745,977468111131;Brejo de Areia;2102150;Maranhão
2008;2,116819134562144;Brejo de Areia;2102150;Maranhão
2009;0,39569080768377446;Brejo de Areia;2102150;Maranhão
2010;0,20945518609323133;Brejo de Areia;2102150;Maranhão
2011;0,6846128568023888;Brejo de Areia;2102150;Maranhão
2012;0,21808291718856387;Brejo de Areia;2102150;Maranhão
2013;0;Brejo de Areia;2102150;Maranhão
2014;0,56481212434383;Brejo de Areia;2102150;Maranhão
2015;0,20230063187416916;Brejo de Areia;2102150;Maranhão
2016;0,5546563835845639;Brejo de Areia;2102150;Maranhão
2017;0,4757391075846453;Brejo de Areia;2102150;Maranhão
2018;0;Brejo de Areia;2102150;Maranhão
2019;0,7233824635020473;Brejo de Areia;2102150;Maranhão
2020;1,356961623065152;Brejo de Areia;2102150;Maranhão
2021;0,6847656351039715;Brejo de Areia;2102150;Maranhão
2022;0,4066091129319235;Brejo de Areia;2102150;Maranhão
2023;1,2241232715658827;Brejo de Areia;2102150;Maranhão
2024;0,29056579882932887;Brejo de Areia;2102150;Maranhão
2025;0,14372937927856444;Brejo de Areia;2102150;Maranhão
2007;1890,9968628955967;Buriticupu;2102325;Maranhão
2008;57,04995219512861;Buriticupu;2102325;Maranhão
2009;24,316653233273378;Buriticupu;2102325;Maranhão
2010;13,370524127282426;Buriticupu;2102325;Maranhão
2011;3,2479302100103;Buriticupu;2102325;Maranhão
2012;5,377097102541502;Buriticupu;2102325;Maranhão
2013;9,748540491146393;Buriticupu;2102325;Maranhão
2014;8,382009124066409;Buriticupu;2102325;Maranhão
2015;6,52595925870445;Buriticupu;2102325;Maranhão
2016;6,291112553869281;Buriticupu;2102325;Maranhão
2017;12,424734577630957;Buriticupu;2102325;Maranhão
2018;9,291881351971636;Buriticupu;2102325;Maranhão
2019;13,3090276422921;Buriticupu;2102325;Maranhão
2020;8,17760006154234;Buriticupu;2102325;Maranhão
2021;17,906001784082264;Buriticupu;2102325;Maranhão
2022;8,783297213711144;Buriticupu;2102325;Maranhão
2023;11,190249710287082;Buriticupu;2102325;Maranhão
2024;12,146278673403582;Buriticupu;2102325;Maranhão
2025;4,132501420978368;Buriticupu;2102325;Maranhão
2007;119,05651426766441;Buritirana;2102358;Maranhão
2008;0,5478052162295785;Buritirana;2102358;Maranhão
2009;0,6921064453898965;Buritirana;2102358;Maranhão
2010;0,15623681765689879;Buritirana;2102358;Maranhão
2011;0;Buritirana;2102358;Maranhão
2012;0;Buritirana;2102358;Maranhão
2013;0,12769210381819096;Buritirana;2102358;Maranhão
2014;0,4341933238259317;Buritirana;2102358;Maranhão
2015;0,2091461975091588;Buritirana;2102358;Maranhão
2016;0,09818145249216563;Buritirana;2102358;Maranhão
2017;0,4157810215899677;Buritirana;2102358;Maranhão
2018;0,7482307227566076;Buritirana;2102358;Maranhão
2019;0,2456632562220567;Buritirana;2102358;Maranhão
2020;0,11415036716945196;Buritirana;2102358;Maranhão
2021;0,3173270776326363;Buritirana;2102358;Maranhão
2022;0,15160815649834508;Buritirana;2102358;Maranhão
2023;0;Buritirana;2102358;Maranhão
2024;0,06929349465960481;Buritirana;2102358;Maranhão
2025;0,24244623524084874;Buritirana;2102358;Maranhão
2007;32,25020244505883;Cachoeira Grande;2102374;Maranhão
2008;6,624657682564123;Cachoeira Grande;2102374;Maranhão
2009;0,13860841040991811;Cachoeira Grande;2102374;Maranhão
2010;0,9885979508784519;Cachoeira Grande;2102374;Maranhão
2011;0,8032893013812856;Cachoeira Grande;2102374;Maranhão
2012;0,13697379396440817;Cachoeira Grande;2102374;Maranhão
2013;1,4917384678052468;Cachoeira Grande;2102374;Maranhão
2014;0;Cachoeira Grande;2102374;Maranhão
2015;0;Cachoeira Grande;2102374;Maranhão
2016;0;Cachoeira Grande;2102374;Maranhão
2017;0;Cachoeira Grande;2102374;Maranhão
2018;0,06504871616345782;Cachoeira Grande;2102374;Maranhão
2019;0,07012281944944619;Cachoeira Grande;2102374;Maranhão
2020;0,003977626593268932;Cachoeira Grande;2102374;Maranhão
2021;0;Cachoeira Grande;2102374;Maranhão
2022;0;Cachoeira Grande;2102374;Maranhão
2023;0,14440322809259917;Cachoeira Grande;2102374;Maranhão
2024;0,1079348924744866;Cachoeira Grande;2102374;Maranhão
2025;0;Cachoeira Grande;2102374;Maranhão
2007;88,24568737815679;Cajapió;2102408;Maranhão
2008;0;Cajapió;2102408;Maranhão
2009;0;Cajapió;2102408;Maranhão
2010;0;Cajapió;2102408;Maranhão
2011;0;Cajapió;2102408;Maranhão
2012;0;Cajapió;2102408;Maranhão
2013;0;Cajapió;2102408;Maranhão
2014;0;Cajapió;2102408;Maranhão
2015;0;Cajapió;2102408;Maranhão
2016;0;Cajapió;2102408;Maranhão
2017;0;Cajapió;2102408;Maranhão
2018;0;Cajapió;2102408;Maranhão
2019;0;Cajapió;2102408;Maranhão
2020;0;Cajapió;2102408;Maranhão
2021;0;Cajapió;2102408;Maranhão
2022;0;Cajapió;2102408;Maranhão
2023;0;Cajapió;2102408;Maranhão
2024;0;Cajapió;2102408;Maranhão
2025;0;Cajapió;2102408;Maranhão
2007;111,75196824832882;Cajari;2102507;Maranhão
2008;4,7714050910112915;Cajari;2102507;Maranhão
2009;0,7333028336959175;Cajari;2102507;Maranhão
2010;0,6297971770445736;Cajari;2102507;Maranhão
2011;0,8917143070620228;Cajari;2102507;Maranhão
2012;0,3673228333563027;Cajari;2102507;Maranhão
2013;2,2183320047020083;Cajari;2102507;Maranhão
2014;0,16093142185248988;Cajari;2102507;Maranhão
2015;0,18699350309226676;Cajari;2102507;Maranhão
2016;1,2482265286389325;Cajari;2102507;Maranhão
2017;1,6594354667244098;Cajari;2102507;Maranhão
2018;0,16330151344539845;Cajari;2102507;Maranhão
2019;0,2821709532670063;Cajari;2102507;Maranhão
2020;2,792955198275996;Cajari;2102507;Maranhão
2021;0,7777591230404046;Cajari;2102507;Maranhão
2022;0,15894638073157358;Cajari;2102507;Maranhão
2023;0,2025470587138126;Cajari;2102507;Maranhão
2024;1,0203387478937345;Cajari;2102507;Maranhão
2025;0,0688696765851116;Cajari;2102507;Maranhão
2007;676,877357567628;Carutapera;2102903;Maranhão
2008;1,0245900658761207;Carutapera;2102903;Maranhão
2009;3,4751877636630506;Carutapera;2102903;Maranhão
2010;3,0479183504145038;Carutapera;2102903;Maranhão
2011;2,069929892046144;Carutapera;2102903;Maranhão
2012;0,09345033359829735;Carutapera;2102903;Maranhão
2013;0;Carutapera;2102903;Maranhão
2014;1,1486457326162864;Carutapera;2102903;Maranhão
2015;1,7261591453262854;Carutapera;2102903;Maranhão
2016;0,2647149185479887;Carutapera;2102903;Maranhão
2017;4,714911240345021;Carutapera;2102903;Maranhão
2018;0,5605686202780025;Carutapera;2102903;Maranhão
2019;2,1833796638370337;Carutapera;2102903;Maranhão
2020;2,0770869179580065;Carutapera;2102903;Maranhão
2021;0,8793014704231593;Carutapera;2102903;Maranhão
2022;0,1930884687300104;Carutapera;2102903;Maranhão
2023;1,5383087255712444;Carutapera;2102903;Maranhão
2024;1,0196671987216666;Carutapera;2102903;Maranhão
2025;1,3483630316981945;Carutapera;2102903;Maranhão
2007;218,97104946535774;Cedral;2103109;Maranhão
2008;0;Cedral;2103109;Maranhão
2009;0;Cedral;2103109;Maranhão
2010;0;Cedral;2103109;Maranhão
2011;0;Cedral;2103109;Maranhão
2012;0;Cedral;2103109;Maranhão
2013;0;Cedral;2103109;Maranhão
2014;0;Cedral;2103109;Maranhão
2015;0;Cedral;2103109;Maranhão
2016;0;Cedral;2103109;Maranhão
2017;0;Cedral;2103109;Maranhão
2018;0;Cedral;2103109;Maranhão
2019;0;Cedral;2103109;Maranhão
2020;0;Cedral;2103109;Maranhão
2021;0;Cedral;2103109;Maranhão
2022;0;Cedral;2103109;Maranhão
2023;0;Cedral;2103109;Maranhão
2024;0;Cedral;2103109;Maranhão
2025;0;Cedral;2103109;Maranhão
2007;210,96568607522678;Central do Maranhão;2103125;Maranhão
2008;0;Central do Maranhão;2103125;Maranhão
2009;0;Central do Maranhão;2103125;Maranhão
2010;0;Central do Maranhão;2103125;Maranhão
2011;0;Central do Maranhão;2103125;Maranhão
2012;0;Central do Maranhão;2103125;Maranhão
2013;0;Central do Maranhão;2103125;Maranhão
2014;0;Central do Maranhão;2103125;Maranhão
2015;0;Central do Maranhão;2103125;Maranhão
2016;0;Central do Maranhão;2103125;Maranhão
2017;0;Central do Maranhão;2103125;Maranhão
2018;0;Central do Maranhão;2103125;Maranhão
2019;0;Central do Maranhão;2103125;Maranhão
2020;0;Central do Maranhão;2103125;Maranhão
2021;0;Central do Maranhão;2103125;Maranhão
2022;0;Central do Maranhão;2103125;Maranhão
2023;0;Central do Maranhão;2103125;Maranhão
2024;0;Central do Maranhão;2103125;Maranhão
2025;0;Central do Maranhão;2103125;Maranhão
2007;2434,1808849172826;Centro Novo do Maranhão;2103174;Maranhão
2008;14,60384172887742;Centro Novo do Maranhão;2103174;Maranhão
2009;79,25823101496209;Centro Novo do Maranhão;2103174;Maranhão
2010;19,525955140131344;Centro Novo do Maranhão;2103174;Maranhão
2011;29,396537909816463;Centro Novo do Maranhão;2103174;Maranhão
2012;7,027005176296879;Centro Novo do Maranhão;2103174;Maranhão
2013;12,02357772711817;Centro Novo do Maranhão;2103174;Maranhão
2014;14,939459150318834;Centro Novo do Maranhão;2103174;Maranhão
2015;3,5327300897556144;Centro Novo do Maranhão;2103174;Maranhão
2016;4,769669797999648;Centro Novo do Maranhão;2103174;Maranhão
2017;6,619255967624706;Centro Novo do Maranhão;2103174;Maranhão
2018;6,882689170687632;Centro Novo do Maranhão;2103174;Maranhão
2019;4,882812168267024;Centro Novo do Maranhão;2103174;Maranhão
2020;9,536141125420855;Centro Novo do Maranhão;2103174;Maranhão
2021;4,525201538767695;Centro Novo do Maranhão;2103174;Maranhão
2022;6,9584398126027605;Centro Novo do Maranhão;2103174;Maranhão
2023;6,3311864284332255;Centro Novo do Maranhão;2103174;Maranhão
2024;4,591125540840238;Centro Novo do Maranhão;2103174;Maranhão
2025;17,648688838045597;Centro Novo do Maranhão;2103174;Maranhão
2007;751,9949587722599;Centro do Guilherme;2103158;Maranhão
2008;1,1137325490526702;Centro do Guilherme;2103158;Maranhão
2009;11,283718599486084;Centro do Guilherme;2103158;Maranhão
2010;0,9503555000186312;Centro do Guilherme;2103158;Maranhão
2011;5,062990081726514;Centro do Guilherme;2103158;Maranhão
2012;0,415015216577851;Centro do Guilherme;2103158;Maranhão
2013;0,3522459178286852;Centro do Guilherme;2103158;Maranhão
2014;3,090418941092031;Centro do Guilherme;2103158;Maranhão
2015;0,5151720520757993;Centro do Guilherme;2103158;Maranhão
2016;1,2090659358563378;Centro do Guilherme;2103158;Maranhão
2017;0,2749702904720151;Centro do Guilherme;2103158;Maranhão
2018;0,6857951786177134;Centro do Guilherme;2103158;Maranhão
2019;0,5517781700247827;Centro do Guilherme;2103158;Maranhão
2020;0,7491344373042393;Centro do Guilherme;2103158;Maranhão
2021;0;Centro do Guilherme;2103158;Maranhão
2022;1,1660750050625346;Centro do Guilherme;2103158;Maranhão
2023;0,130562184032215;Centro do Guilherme;2103158;Maranhão
2024;0,17131074713473946;Centro do Guilherme;2103158;Maranhão
2025;1,9825805737174573;Centro do Guilherme;2103158;Maranhão
2007;1278,808367008379;Cidelândia;2103257;Maranhão
2008;9,84756108908903;Cidelândia;2103257;Maranhão
2009;5,926559466362234;Cidelândia;2103257;Maranhão
2010;1,7093625322181878;Cidelândia;2103257;Maranhão
2011;2,345849939805118;Cidelândia;2103257;Maranhão
2012;1,335733724494249;Cidelândia;2103257;Maranhão
2013;0,9335643073674605;Cidelândia;2103257;Maranhão
