UF,Tipo Crime,Ano,Mês,Ocorrências
RIO DE JANEIRO,ROUBO DE CARGA,2019,JANEIRO,740
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,JANEIRO,3785
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JANEIRO,13
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,JANEIRO,345
RIO DE JANEIRO,ESTUPRO,2019,FEVEREIRO,403
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,FEVEREIRO,1344
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,FEVEREIRO,296
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,FEVEREIRO,5
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,FEVEREIRO,5
RIO DE JANEIRO,ROUBO DE CARGA,2019,FEVEREIRO,645
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,FEVEREIRO,3554
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,FEVEREIRO,8
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,FEVEREIRO,273
RIO DE JANEIRO,ESTUPRO,2019,MARÇO,422
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,MARÇO,1364
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,MARÇO,325
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,MARÇO,5
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,MARÇO,5
RIO DE JANEIRO,ROUBO DE CARGA,2019,MARÇO,638
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,MARÇO,3775
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,MARÇO,11
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,MARÇO,345
RIO DE JANEIRO,ESTUPRO,2019,ABRIL,430
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,ABRIL,1244
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,ABRIL,320
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,ABRIL,1
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,ABRIL,6
RIO DE JANEIRO,ROUBO DE CARGA,2019,ABRIL,667
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,ABRIL,3755
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,ABRIL,11
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,ABRIL,294
RIO DE JANEIRO,ESTUPRO,2019,MAIO,420
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,MAIO,1479
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,MAIO,324
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,MAIO,2
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,MAIO,4
RIO DE JANEIRO,ROUBO DE CARGA,2019,MAIO,710
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,MAIO,3650
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,MAIO,14
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,MAIO,283
RIO DE JANEIRO,ESTUPRO,2019,JUNHO,381
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,JUNHO,1251
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,JUNHO,305
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JUNHO,3
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JUNHO,5
RIO DE JANEIRO,ROUBO DE CARGA,2019,JUNHO,599
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,JUNHO,3115
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JUNHO,8
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,JUNHO,267
RIO DE JANEIRO,ESTUPRO,2019,JULHO,353
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,JULHO,1353
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,JULHO,273
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JULHO,5
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JULHO,1
RIO DE JANEIRO,ROUBO DE CARGA,2019,JULHO,691
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,JULHO,3198
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JULHO,10
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,JULHO,260
RIO DE JANEIRO,ESTUPRO,2019,AGOSTO,409
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,AGOSTO,1361
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,AGOSTO,287
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,AGOSTO,1
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,AGOSTO,2
RIO DE JANEIRO,ROUBO DE CARGA,2019,AGOSTO,587
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,AGOSTO,3181
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,AGOSTO,6
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,AGOSTO,281
RIO DE JANEIRO,ESTUPRO,2019,SETEMBRO,432
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,SETEMBRO,1194
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,SETEMBRO,281
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,SETEMBRO,6
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,SETEMBRO,2
RIO DE JANEIRO,ROUBO DE CARGA,2019,SETEMBRO,467
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,SETEMBRO,2613
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,SETEMBRO,7
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,SETEMBRO,234
RIO DE JANEIRO,ESTUPRO,2019,OUTUBRO,472
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,OUTUBRO,1198
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,OUTUBRO,294
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,OUTUBRO,4
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,OUTUBRO,7
RIO DE JANEIRO,ROUBO DE CARGA,2019,OUTUBRO,581
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,OUTUBRO,3027
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,OUTUBRO,4
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,OUTUBRO,285
RIO DE JANEIRO,ESTUPRO,2019,NOVEMBRO,399
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,NOVEMBRO,1161
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,NOVEMBRO,297
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,NOVEMBRO,3
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,NOVEMBRO,3
RIO DE JANEIRO,ROUBO DE CARGA,2019,NOVEMBRO,521
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,NOVEMBRO,2979
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,NOVEMBRO,12
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,NOVEMBRO,268
RIO DE JANEIRO,ESTUPRO,2019,DEZEMBRO,392
RIO DE JANEIRO,FURTO DE VEÍCULO,2019,DEZEMBRO,1230
RIO DE JANEIRO,HOMICÍDIO DOLOSO,2019,DEZEMBRO,300
RIO DE JANEIRO,LESÃO CORPORAL SEGUIDA DE MORTE,2019,DEZEMBRO,8
RIO DE JANEIRO,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,DEZEMBRO,8
RIO DE JANEIRO,ROUBO DE CARGA,2019,DEZEMBRO,609
RIO DE JANEIRO,ROUBO DE VEÍCULO,2019,DEZEMBRO,3118
RIO DE JANEIRO,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,DEZEMBRO,5
RIO DE JANEIRO,TENTATIVA DE HOMICÍDIO,2019,DEZEMBRO,272
RIO GRANDE DO NORTE,ESTUPRO,2019,JANEIRO,9
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,JANEIRO,53
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,JANEIRO,67
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JANEIRO,39
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JANEIRO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,JANEIRO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,JANEIRO,99
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JANEIRO,9
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,JANEIRO,3
RIO GRANDE DO NORTE,ESTUPRO,2019,FEVEREIRO,2
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,FEVEREIRO,67
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,FEVEREIRO,79
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,FEVEREIRO,15
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,FEVEREIRO,3
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,FEVEREIRO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,FEVEREIRO,106
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,FEVEREIRO,4
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,FEVEREIRO,1
RIO GRANDE DO NORTE,ESTUPRO,2019,MARÇO,7
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,MARÇO,39
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,MARÇO,100
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,MARÇO,14
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,MARÇO,3
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,MARÇO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,MARÇO,114
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,MARÇO,4
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,MARÇO,0
RIO GRANDE DO NORTE,ESTUPRO,2019,ABRIL,11
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,ABRIL,64
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,ABRIL,77
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,ABRIL,16
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,ABRIL,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,ABRIL,4
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,ABRIL,477
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,ABRIL,6
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,ABRIL,20
RIO GRANDE DO NORTE,ESTUPRO,2019,MAIO,15
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,MAIO,80
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,MAIO,88
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,MAIO,18
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,MAIO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,MAIO,3
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,MAIO,531
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,MAIO,12
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,MAIO,25
RIO GRANDE DO NORTE,ESTUPRO,2019,JUNHO,24
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,JUNHO,70
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,JUNHO,80
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JUNHO,12
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JUNHO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,JUNHO,3
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,JUNHO,496
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JUNHO,2
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,JUNHO,16
RIO GRANDE DO NORTE,ESTUPRO,2019,JULHO,18
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,JULHO,89
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,JULHO,77
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JULHO,8
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,JULHO,3
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,JULHO,525
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JULHO,7
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,JULHO,12
RIO GRANDE DO NORTE,ESTUPRO,2019,AGOSTO,18
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,AGOSTO,63
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,AGOSTO,94
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,AGOSTO,15
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,AGOSTO,5
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,AGOSTO,516
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,AGOSTO,2
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,AGOSTO,10
RIO GRANDE DO NORTE,ESTUPRO,2019,SETEMBRO,12
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,SETEMBRO,7
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,SETEMBRO,97
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,SETEMBRO,18
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,SETEMBRO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,SETEMBRO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,SETEMBRO,124
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,SETEMBRO,4
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,SETEMBRO,0
RIO GRANDE DO NORTE,ESTUPRO,2019,OUTUBRO,41
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,OUTUBRO,46
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,OUTUBRO,78
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,OUTUBRO,15
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,OUTUBRO,481
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,OUTUBRO,4
RIO GRANDE DO NORTE,ESTUPRO,2019,NOVEMBRO,31
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,NOVEMBRO,62
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,NOVEMBRO,82
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,NOVEMBRO,13
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,NOVEMBRO,543
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,NOVEMBRO,3
RIO GRANDE DO NORTE,ESTUPRO,2019,DEZEMBRO,47
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2019,DEZEMBRO,55
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2019,DEZEMBRO,108
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2019,DEZEMBRO,9
RIO GRANDE DO NORTE,ROUBO DE CARGA,2019,DEZEMBRO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2019,DEZEMBRO,501
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,DEZEMBRO,9
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2019,DEZEMBRO,16
RIO GRANDE DO SUL,ESTUPRO,2019,JANEIRO,528
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,JANEIRO,1061
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,JANEIRO,202
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JANEIRO,2
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JANEIRO,2
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,JANEIRO,48
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,JANEIRO,1203
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JANEIRO,8
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,JANEIRO,278
RIO GRANDE DO SUL,ESTUPRO,2019,FEVEREIRO,409
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,FEVEREIRO,1076
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,FEVEREIRO,143
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,FEVEREIRO,2
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,FEVEREIRO,9
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,FEVEREIRO,33
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,FEVEREIRO,1104
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,FEVEREIRO,3
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,FEVEREIRO,265
RIO GRANDE DO SUL,ESTUPRO,2019,MARÇO,420
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,MARÇO,1171
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,MARÇO,140
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,MARÇO,5
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,MARÇO,4
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,MARÇO,20
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,MARÇO,957
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,MARÇO,7
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,MARÇO,268
RIO GRANDE DO SUL,ESTUPRO,2019,ABRIL,402
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,ABRIL,1134
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,ABRIL,140
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,ABRIL,1
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,ABRIL,5
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,ABRIL,21
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,ABRIL,1011
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,ABRIL,5
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,ABRIL,249
RIO GRANDE DO SUL,ESTUPRO,2019,MAIO,339
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,MAIO,1173
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,MAIO,131
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,MAIO,4
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,MAIO,5
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,MAIO,26
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,MAIO,906
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,MAIO,5
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,MAIO,197
RIO GRANDE DO SUL,ESTUPRO,2019,JUNHO,391
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,JUNHO,1034
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,JUNHO,144
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JUNHO,2
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JUNHO,4
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,JUNHO,24
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,JUNHO,865
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JUNHO,4
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,JUNHO,202
RIO GRANDE DO SUL,ESTUPRO,2019,JULHO,353
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,JULHO,1019
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,JULHO,136
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JULHO,2
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JULHO,3
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,JULHO,29
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,JULHO,868
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JULHO,2
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,JULHO,193
RIO GRANDE DO SUL,ESTUPRO,2019,AGOSTO,407
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,AGOSTO,1122
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,AGOSTO,111
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,AGOSTO,2
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,AGOSTO,5
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,AGOSTO,21
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,AGOSTO,922
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,AGOSTO,9
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,AGOSTO,179
RIO GRANDE DO SUL,ESTUPRO,2019,SETEMBRO,393
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,SETEMBRO,1126
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,SETEMBRO,125
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,SETEMBRO,1
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,SETEMBRO,4
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,SETEMBRO,17
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,SETEMBRO,824
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,SETEMBRO,3
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,SETEMBRO,205
RIO GRANDE DO SUL,ESTUPRO,2019,OUTUBRO,460
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,OUTUBRO,1053
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,OUTUBRO,129
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,OUTUBRO,1
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,OUTUBRO,6
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,OUTUBRO,11
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,OUTUBRO,806
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,OUTUBRO,2
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,OUTUBRO,223
RIO GRANDE DO SUL,ESTUPRO,2019,NOVEMBRO,438
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,NOVEMBRO,1063
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,NOVEMBRO,127
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,NOVEMBRO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,NOVEMBRO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,NOVEMBRO,26
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,NOVEMBRO,832
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,NOVEMBRO,8
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,NOVEMBRO,197
RIO GRANDE DO SUL,ESTUPRO,2019,DEZEMBRO,456
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2019,DEZEMBRO,1073
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2019,DEZEMBRO,171
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2019,DEZEMBRO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,DEZEMBRO,5
RIO GRANDE DO SUL,ROUBO DE CARGA,2019,DEZEMBRO,30
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2019,DEZEMBRO,827
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,DEZEMBRO,7
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2019,DEZEMBRO,240
RONDÔNIA,ESTUPRO,2019,JANEIRO,85
RONDÔNIA,FURTO DE VEÍCULO,2019,JANEIRO,187
RONDÔNIA,HOMICÍDIO DOLOSO,2019,JANEIRO,40
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2019,JANEIRO,1
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2019,JANEIRO,0
RONDÔNIA,ROUBO DE CARGA,2019,JANEIRO,0
RONDÔNIA,ROUBO DE VEÍCULO,2019,JANEIRO,183
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2019,JANEIRO,2
